epoch,acc,loss,val_acc,val_loss,opus,reg
0,0.11584116305319195,4.126215526511266,0.1253393665158371,4.151819734443906,127,0.5
1,0.12836871206142766,3.9783707905298726,0.10904977375565611,4.134877226039834,127,0.5
2,0.13235123535725568,3.952405723430107,0.1248868778280543,4.148312652380758,127,0.5
3,0.13931098480454704,3.9213074467802844,0.12850678733031673,4.088866849614484,127,0.5
4,0.15516374743842554,3.8162836128868065,0.13665158371040723,4.015612263916844,127,0.5
5,0.1617368441402776,3.7539664250683473,0.1334841628959276,4.001573914747972,127,0.5
6,0.16386343425142882,3.7127140984477878,0.14389140271493212,3.9821559966419615,127,0.5
7,0.1718671461195301,3.6602374074888937,0.15429864253393666,4.0022443870613476,127,0.5
8,0.1842013687518773,3.6094953386780744,0.15294117647058825,3.9633968249705043,127,0.5
9,0.19491164984900064,3.5517126115067295,0.1583710407239819,3.9616183613220493,127,0.5
10,0.2068592197364847,3.5055929536642094,0.16063348416289594,3.963078278977407,127,0.5
11,0.21211769709623787,3.4603732502184386,0.17104072398190046,3.9561117215393895,127,0.5
12,0.2215520241288599,3.4041662395210177,0.16380090497737557,3.9836760611555695,127,0.5
13,0.22769980281401284,3.360219193063525,0.16968325791855204,3.9915329661304595,127,0.5
14,0.23585817577233886,3.3191948062014847,0.1669683257918552,3.9976371273196123,127,0.5
15,0.24386188763871167,3.2605930221415873,0.16199095022624435,4.064054533583007,127,0.5
16,0.2502803232451536,3.215527312171038,0.17601809954751133,4.0422064237465145,127,0.5
17,0.25550013533191845,3.156204727434141,0.16515837104072398,4.096973323390495,127,0.5
18,0.26292386807581114,3.1130462183235315,0.16923076923076924,4.14125522509959,127,0.5
19,0.273324826974048,3.062097009878509,0.16334841628959276,4.158207837704619,127,0.5
20,0.27935660982986515,3.009516876663782,0.16606334841628959,4.228258316765004,127,0.5
21,0.28929358543438144,2.958034499322198,0.1583710407239819,4.277388077300059,127,0.5
22,0.29849592081524584,2.903814713058793,0.15746606334841629,4.358345539213845,127,0.5
23,0.3077755867524577,2.8485615241925335,0.16153846153846155,4.386316112155828,127,0.5
24,0.3189111858674325,2.790658107062197,0.15746606334841629,4.392171518835007,127,0.5
25,0.3218497467441791,2.7520982908574796,0.14615384615384616,4.462732852745919,127,0.5
26,0.33596257201580265,2.687096024123744,0.15565610859728507,4.547048808654509,127,0.5
27,0.34589954761859043,2.6320404998342486,0.1515837104072398,4.59967219365668,127,0.5
28,0.3530139581676297,2.5799140724556695,0.1497737556561086,4.738291053426751,127,0.5
29,0.368209411131323,2.522321909134844,0.1407239819004525,4.81922570828399,127,0.5
0,0.11628724276650594,4.1656187403937075,0.15300324675324675,3.6942766362970527,130,0.5
1,0.12374555820248548,4.041481394104706,0.15300324675324675,3.703463672043441,130,0.5
2,0.130266703112769,3.9996043618101775,0.15584415584415584,3.64909822909863,130,0.5
3,0.1555703073173262,3.8435347448160044,0.1590909090909091,3.606861027804288,130,0.5
4,0.1602952087156859,3.776732225979295,0.16071428571428573,3.579126212504003,130,0.5
5,0.16958881643230508,3.726275557584255,0.1728896103896104,3.5635023643444113,130,0.5
6,0.17786715607823228,3.6752434220195416,0.18952922077922077,3.541679620742798,130,0.5
7,0.1890741536184506,3.6274587515111856,0.1976461038961039,3.5189743041992188,130,0.5
8,0.19629817642264244,3.5758886740215026,0.20170454545454544,3.516614511415556,130,0.5
9,0.2073099301029892,3.52156235096516,0.21103896103896103,3.493730653416027,130,0.5
10,0.21375297746914954,3.476751271114955,0.21428571428571427,3.4938659048699714,130,0.5
11,0.22125034167675425,3.4302642542892565,0.21266233766233766,3.505081105541873,130,0.5
12,0.23054394939308254,3.3773996587648503,0.20900974025974026,3.5334717174629113,130,0.5
13,0.23300402202408924,3.339811125207177,0.21469155844155843,3.5186109945371555,130,0.5
14,0.2422585809711198,3.278346933164667,0.20657467532467533,3.5197968823569163,130,0.5
15,0.2515131399210597,3.230698626441461,0.2122564935064935,3.5456436887964027,130,0.5
16,0.2553399195606936,3.1826736319278757,0.21103896103896103,3.576170760315734,130,0.5
17,0.2649849662233942,3.133825523887097,0.21185064935064934,3.6008532140162086,130,0.5
18,0.2704908430632766,3.0787222090280992,0.2077922077922078,3.634490576657382,130,0.5
19,0.27966730446327465,3.027535443248434,0.20089285714285715,3.629894869668143,130,0.5
20,0.2874770588558092,2.9733486274781207,0.19886363636363635,3.7171558590678426,130,0.5
21,0.2973954469166858,2.923415450080825,0.20292207792207792,3.746803122681457,130,0.5
22,0.30715763989280725,2.8721680727570678,0.2077922077922078,3.743746636749862,130,0.5
23,0.31453785778466364,2.81615519836435,0.19521103896103897,3.780529260635376,130,0.5
24,0.32855636690342466,2.765347650643323,0.1858766233766234,3.8311812072605282,130,0.5
25,0.33757663321546727,2.709746441077151,0.1939935064935065,3.847812791923424,130,0.5
26,0.3433168026900467,2.6445695530074635,0.18141233766233766,3.9600915072800276,130,0.5
27,0.3566714826821606,2.6005830965679286,0.18262987012987014,3.9752953424082174,130,0.5
28,0.3645202858375923,2.548171966291609,0.17248376623376624,4.071847175622915,130,0.5
29,0.3788511851395376,2.4959886257239483,0.17613636363636365,4.145666165785356,130,0.5
0,0.11857831420135226,4.131948547128964,0.13155833987071353,3.971194608004278,131,0.5
1,0.12657235785510043,4.007078373374701,0.13508222396824635,3.95458337937656,131,0.5
2,0.14083623966660738,3.9185845942523225,0.15465935788459392,3.849388080924026,131,0.5
3,0.15717700537059265,3.811092845072235,0.16014095537872078,3.8217694742565707,131,0.5
4,0.15960656766364734,3.7584202195032295,0.15974941270056886,3.810746745383637,131,0.5
5,0.1663074571905131,3.7061102063385194,0.16797180894175917,3.820210908667222,131,0.5
6,0.17955249030543158,3.656637611039366,0.17188723572327835,3.7972360142713053,131,0.5
7,0.1888788745658021,3.603454507888823,0.18402505876057393,3.7968425033796365,131,0.5
8,0.1986363102084179,3.5512037426519414,0.1769772905392533,3.8068986827727866,131,0.5
9,0.20874642424109943,3.5028080356882967,0.17815191858829516,3.8086548202562445,131,0.5
10,0.21650534896151932,3.4588263868851143,0.1828504307027804,3.801789033945034,131,0.5
11,0.21944433559892673,3.4160146431384955,0.18010963195571697,3.844394625586836,131,0.5
12,0.2264979035269528,3.3671519829658014,0.1785434612431093,3.860731470650215,131,0.5
13,0.23312042008499595,3.323708564361868,0.17736883320865354,3.871318464645111,131,0.5
14,0.2403699204596033,3.27475495482132,0.17893500392126122,3.884384693722288,131,0.5
15,0.24566009640284917,3.2265174292467935,0.17697729053050162,3.910538043094596,131,0.5
16,0.25408519142949987,3.1835051259864082,0.17110415038156063,3.958014545724461,131,0.5
17,0.26004153768364796,3.1332552029779235,0.17149569303637477,3.993692394337247,131,0.5
18,0.270739449043811,3.0860660197784444,0.17580266249604587,3.9887437392886764,131,0.5
19,0.2762255574295507,3.0359761120266917,0.16718872360004142,4.0209997142770835,131,0.5
20,0.2857870606232495,2.983466044232419,0.17384494912862405,4.056620104199008,131,0.5
21,0.2938202907695839,2.9327668211266626,0.1667971809218895,4.077650274442525,131,0.5
22,0.30087385869936173,2.88299916841528,0.1550509005539942,4.159069462315403,131,0.5
23,0.31012186998098296,2.8318173252838785,0.16053249810063103,4.178378771690064,131,0.5
24,0.31823347310665057,2.7780736566472797,0.16523101020928183,4.2284084874947,131,0.5
25,0.3280692817280157,2.72121688011527,0.1660140955422479,4.324342021927203,131,0.5
26,0.33727810651471496,2.667485355064924,0.15818324197920955,4.396153697579189,131,0.5
27,0.34781927193139356,2.627270341671589,0.1593578700136653,4.395373681605376,131,0.5
28,0.35855636977771965,2.5671986764798116,0.14487079094538208,4.49423780157497,131,0.5
29,0.37109604609966035,2.513620922079542,0.14212999217498087,4.557011472870805,131,0.5
0,0.1183671878074976,4.0851487732290535,0.11386138623697135,4.558502157922625,132,0.5
1,0.1277632656246813,3.9627351087688947,0.11386138623697135,4.63496214328426,132,0.5
2,0.1274903505091277,3.95628102941445,0.11386138623697135,4.676087406208806,132,0.5
3,0.12784124137407796,3.957074957910098,0.11386138623697135,4.711323531940825,132,0.5
4,0.12772427775310566,3.956945152253713,0.11386138623697135,4.6932186104676905,132,0.5
5,0.13131116223145176,3.933559288090491,0.12417491759010667,4.618767732047405,132,0.5
6,0.13676946469676987,3.896188542207894,0.14232673277162483,4.570042027892059,132,0.5
7,0.15220866310591935,3.811056690321289,0.14356435653400107,4.45832367698745,132,0.5
8,0.15723809895180713,3.752439351076085,0.14273927402575023,4.488275359566062,132,0.5
9,0.1620336075481978,3.70113688068523,0.14108910891089108,4.440973431363751,132,0.5
10,0.17240438224002907,3.656976991817265,0.15140264031320516,4.465500922879763,132,0.5
11,0.1803579086985308,3.6013456411289932,0.14768976892771893,4.445712972395491,132,0.5
12,0.1902998167571338,3.5593651544699645,0.15924092409240925,4.422381547417971,132,0.5
13,0.2008655308202055,3.507756526709356,0.16171617166634047,4.435443774308308,132,0.5
14,0.2111193418848191,3.4592466229811305,0.16047854790396424,4.427090234095507,132,0.5
15,0.21911185622085136,3.40987486420814,0.16460396034686087,4.429469275395863,132,0.5
16,0.22632461304548815,3.366424260360139,0.1617161716171617,4.449475233310913,132,0.5
17,0.23135404889094022,3.3256464795465055,0.16955445534718705,4.464272168603274,132,0.5
18,0.23809895123430216,3.2753271774649084,0.16501650155180753,4.5335632220353235,132,0.5
19,0.24168583570567667,3.235963970007936,0.1637788777894313,4.545414901015782,132,0.5
20,0.2504581075314634,3.1854509018035357,0.16006600660066006,4.604167651815383,132,0.5
21,0.2554485555073732,3.136687385896023,0.16377887788778878,4.662223077843292,132,0.5
22,0.26488362119671355,3.090604178347482,0.1547029702970297,4.692201043119525,132,0.5
23,0.27287613552243367,3.033307464542275,0.15181518146897308,4.745928364618384,132,0.5
24,0.27919217123823176,2.9944571897325343,0.15099009896072224,4.820714673586805,132,0.5
25,0.2895629459243987,2.9366079454761467,0.14851485143596976,4.91997506201464,132,0.5
26,0.29506023627233074,2.8896050992878917,0.142739273878214,4.964404466522016,132,0.5
27,0.30375453234160404,2.8283250421579598,0.14727722772277227,5.021919248914561,132,0.5
28,0.31116222854750286,2.7790018790943813,0.1382013201320132,5.118817993516576,132,0.5
29,0.3227416273573787,2.725902748384914,0.14232673262408857,5.195125036900587,132,0.5
0,0.11494166353085815,4.112974016335301,0.1563539586698541,4.265363228614538,135,0.5
1,0.12325931501693639,3.9987630642218654,0.1563539586698541,4.294209041360689,135,0.5
2,0.13312006021829131,3.964527930682164,0.15435795068582217,4.213299898488952,135,0.5
3,0.15039518253725634,3.8541389680330496,0.15768463065920874,4.133070332957995,135,0.5
4,0.15923974407282276,3.770280887365431,0.15901530264856334,4.104143292921349,135,0.5
5,0.16202484004965034,3.7248909023860635,0.16101131065242383,4.131608435414429,135,0.5
6,0.16492284531538587,3.680350735441473,0.17032601455807767,4.121325497141855,135,0.5
7,0.17707941287165976,3.63435375845697,0.17964071846373147,4.094102147096645,135,0.5
8,0.18709070380576626,3.584785212616208,0.1776447104995281,4.128274465194164,135,0.5
9,0.1973278133244186,3.533740699977681,0.1829673983974609,4.100727074001919,135,0.5
10,0.20752728641380885,3.4872384961493985,0.19028609433891133,4.136849073275517,135,0.5
11,0.21471584493846071,3.4438133325530123,0.18895542232972815,4.1223813454785985,135,0.5
12,0.22423786225514525,3.3887590198172273,0.18496340642114995,4.150081912597179,135,0.5
13,0.22924350771771188,3.3445954930840642,0.18562874233651305,4.16316809292563,135,0.5
14,0.23650733910873953,3.2951109352621497,0.1676646705793684,4.206062599887709,135,0.5
15,0.2429431689881408,3.2471368998748984,0.1783100464942054,4.239381840446355,135,0.5
16,0.251674821229191,3.193223576533153,0.1856287423563416,4.265090010440596,135,0.5
17,0.2571697403086187,3.1474812497220452,0.17032601455807767,4.293181957916189,135,0.5
18,0.26462175385885595,3.0986310246029336,0.16566866255567936,4.330987403334099,135,0.5
19,0.2716597666563645,3.050321806612255,0.16833000659387426,4.3987209027557475,135,0.5
20,0.28464433571809566,2.9936468098008366,0.16433799060598184,4.459653008563155,135,0.5
21,0.2901392548076183,2.942718574486597,0.16300731859679865,4.4643066955738995,135,0.5
22,0.30045163718591655,2.888012028278872,0.1623419825822928,4.557362744590876,135,0.5
23,0.30873165223992854,2.836800391664171,0.16566866255567936,4.52640103183424,135,0.5
24,0.317764395939752,2.7898192890972675,0.17165668646811805,4.602059900800308,135,0.5
25,0.3273616861132782,2.7354877012853653,0.14703925472454318,4.7030301027431225,135,0.5
26,0.3396687994023037,2.6766143792008474,0.14770459067956337,4.802239901529338,135,0.5
27,0.34794881445351156,2.6252047344038347,0.14970059870325242,4.853772791242568,135,0.5
28,0.3566051938276251,2.570531145163304,0.15103127065294994,4.890566613621816,135,0.5
29,0.37188558524707943,2.5163599847535867,0.1430472387564793,5.039278620810645,135,0.5
0,0.11391952614379085,4.232744188480128,0.14324419837612218,3.8421983222318827,18,0.5
1,0.11693218954248366,4.078223176641402,0.14324419837612218,3.8378422861877777,18,0.5
2,0.12780841503267973,4.024537940430485,0.15514194840557205,3.779238937852913,18,0.5
3,0.14680351307189543,3.923224210349563,0.16515490635114868,3.711157690693737,18,0.5
4,0.15548406862745098,3.841135571205538,0.16786429497171648,3.697729803785894,18,0.5
5,0.15742442810457516,3.8015431025448967,0.16633290140356946,3.6865165685509216,18,0.5
6,0.159109477124183,3.763060822206385,0.1810578395588292,3.6719696634943966,18,0.5
7,0.16717728758169934,3.7266784271383595,0.192837790083037,3.667201989137153,18,0.5
8,0.1715686274509804,3.6866182279742623,0.19213099305158454,3.6656959562675735,18,0.5
9,0.17759395424836602,3.643100070018394,0.19566497820884687,3.660494635672181,18,0.5
10,0.18377246732026145,3.600280323449303,0.20061255742901415,3.6490479615456732,18,0.5
11,0.18612132352941177,3.5622415398460587,0.20073035694303298,3.6522510647422672,18,0.5
12,0.1919934640522876,3.517001416558534,0.20426434210029532,3.6545718269222323,18,0.5
13,0.19929534313725492,3.474572268186831,0.20461774061602156,3.6703075571438775,18,0.5
14,0.20383986928104575,3.431338501132392,0.2119213099410304,3.680862252458637,18,0.5
15,0.2088950163398693,3.389474199488272,0.21404170102661105,3.6937601336855423,18,0.5
16,0.21849468954248366,3.341502714001275,0.2140417010353878,3.710417220527621,18,0.5
17,0.22472426470588236,3.292689330827177,0.20791612676279975,3.7331069475181367,18,0.5
18,0.23080065359477125,3.2426713023310394,0.21580869361401897,3.7409243872118214,18,0.5
19,0.23845996732026145,3.1980675229060105,0.20532453764747402,3.815257438516319,18,0.5
20,0.24688521241830066,3.1443609174560097,0.21015431736239923,3.803297009902282,18,0.5
21,0.25648488562091504,3.1070892273211013,0.2026151490172518,3.8175672348740104,18,0.5
22,0.2589869281045752,3.0575335415360194,0.19778536931198104,3.8952410321365414,18,0.5
23,0.2694035947712418,3.0013522737556033,0.19472258216691027,3.944639417473286,18,0.5
24,0.28022875816993464,2.95379642372817,0.19743197078747804,3.985863680692932,18,0.5
25,0.2847222222222222,2.8969669879651536,0.1921309930603613,4.027329071627754,18,0.5
26,0.29411764705882354,2.8510210036841874,0.19542937919836273,4.05421805718802,18,0.5
27,0.30269607843137253,2.792132139790292,0.18317823066196337,4.106569736946709,18,0.5
28,0.31117238562091504,2.7436681730684893,0.18023324302213467,4.182476743060465,18,0.5
29,0.3244485294117647,2.687878470794827,0.17905524797849062,4.283339185166491,18,0.5
0,0.12063604868148269,4.147084495658464,0.10487497750858026,3.9692441058429075,59,0.5
1,0.1317402505111242,4.007381173616999,0.10487497750858026,3.9908125947803703,59,0.5
2,0.13356133962149855,4.022418601756263,0.10487497750858026,3.988874350033297,59,0.5
3,0.1340499244920894,4.01556400101848,0.10487497750858026,4.016669314721223,59,0.5
4,0.1353380119040353,4.002397414855808,0.10487497750858026,3.996631291985276,59,0.5
5,0.1375144354703213,3.9617949717949412,0.11117107392879973,3.9678455811864417,59,0.5
6,0.15021764235983864,3.8838001831795466,0.15560352580863424,3.843864172048375,59,0.5
7,0.15683574664686198,3.807089398764395,0.15632307968523074,3.8046592770559493,59,0.5
8,0.1598560895446145,3.7494931210630305,0.16100017988310805,3.7841547230289745,59,0.5
9,0.1710491249994856,3.7007864936583945,0.17179348805081954,3.7696653588853053,59,0.5
10,0.1816647419462918,3.639015611094671,0.18222701921858017,3.7366859389629523,59,0.5
11,0.19396819756728267,3.5855528444192055,0.19140133116394953,3.7360946164540323,59,0.5
12,0.20089721951183295,3.548680589795695,0.1971577621767216,3.723823048438415,59,0.5
13,0.20827040953355327,3.507345809514626,0.19463932358987,3.734460931262603,59,0.5
14,0.215066181050849,3.452966786451764,0.20147508541753684,3.751465654690546,59,0.5
15,0.22279470551789118,3.4072788517587593,0.1971577621767216,3.761274420114961,59,0.5
16,0.224082792930168,3.3718227871021136,0.20471307786222112,3.7436023598245676,59,0.5
17,0.2349649107328071,3.3258525955642084,0.1978773160533181,3.7983223794068035,59,0.5
18,0.23576441325794648,3.2857230784277345,0.20201475084374804,3.799046942432443,59,0.5
19,0.24025051079394605,3.2378625640587875,0.2011153084980024,3.81383467342468,59,0.5
20,0.2494003731064764,3.1947064635659808,0.1964382083001251,3.8677230226969974,59,0.5
21,0.2547748067948305,3.14276944922757,0.20021586615225676,3.9086388664122085,59,0.5
22,0.2617038287301147,3.0965025889425557,0.19823709299161635,3.927444240175835,59,0.5
23,0.2716976103810611,3.0394388335503217,0.19751753909625602,3.9744389557671176,59,0.5
24,0.28018122057518885,2.9838023884656257,0.18978233492284355,4.026265129765968,59,0.5
25,0.28759882740687653,2.9331166455554447,0.18672423094730836,4.0621731969645,59,0.5
26,0.29683752332676616,2.8791431157131693,0.18762367331181784,4.0920582199765745,59,0.5
27,0.30301145954423087,2.8276436359174744,0.1795286922001071,4.203921863513362,59,0.5
28,0.314826330293969,2.781219119975651,0.17305270731073852,4.230391546598676,59,0.5
29,0.32317669005951855,2.7213430869554958,0.17575103438550307,4.3323251131863705,59,0.5
0,0.11781760674749604,4.144552476561045,0.14059405944528358,3.8052522833984677,74,0.5
1,0.1253859477448835,4.028330983899428,0.14059405944528358,3.8151031324178866,74,0.5
2,0.1263649371226865,4.028480624405678,0.14059405944528358,3.8170334107805006,74,0.5
3,0.12508472023692124,4.020589644582671,0.14059405944528358,3.8298731585146966,74,0.5
4,0.12636493712661406,4.014922822488612,0.14059405944528358,3.8166212884506376,74,0.5
5,0.12956547933387347,3.9929235050661913,0.14059405944528358,3.7943827739249754,74,0.5
6,0.14376082536503892,3.917262831405035,0.16435643568290736,3.7207294585287767,74,0.5
7,0.15645003388809398,3.8196589429835095,0.16567656769610867,3.666342301101181,74,0.5
8,0.15927404172786416,3.7618131653732343,0.16501650168950802,3.6465418494573916,74,0.5
9,0.16921454929396082,3.7123787815522893,0.17095709574891396,3.625738754524256,74,0.5
10,0.1780254537295358,3.6580789374321268,0.17821782184119273,3.619746804630796,74,0.5
11,0.18762708035580267,3.6089401572428783,0.1900990099600046,3.5970220993847737,74,0.5
12,0.19673921229400965,3.5563202511879126,0.2052805281118198,3.583451825321311,74,0.5
13,0.20626553205429712,3.509855540188889,0.2066006601446926,3.583653474090123,74,0.5
14,0.2145869417967625,3.4474858168297406,0.22046204626363497,3.57184154224081,74,0.5
15,0.22106333308567688,3.4088611438139904,0.2178217822372323,3.592790634797351,74,0.5
16,0.22806687251107055,3.3585878094866275,0.22244224428343695,3.594333570153013,74,0.5
17,0.23484449130317803,3.305544977922811,0.21914191425043364,3.624404589492496,74,0.5
18,0.2427140598093694,3.253043591504859,0.2231023102900376,3.644481697019571,74,0.5
19,0.24727012576416535,3.2139745838213547,0.22244224428343695,3.6565335333544033,74,0.5
20,0.25525265456848417,3.1595714673623236,0.21518151821082968,3.6903653210932665,74,0.5
21,0.26255742150829253,3.1101413301175884,0.2145214522239005,3.7217592176431085,74,0.5
22,0.2711800587550731,3.0579014353763267,0.21518151821082968,3.742531343183108,74,0.5
23,0.27912493412219413,3.0073328645879833,0.19207920797980657,3.7749988661347444,74,0.5
24,0.2887265607439724,2.956334650269635,0.18943894395340394,3.8210971294063154,74,0.5
25,0.2982905339291139,2.9030783734270242,0.1966996700260112,3.8449451035792284,74,0.5
26,0.3070637849392738,2.8481249218919262,0.19075907596660527,3.9114967643624485,74,0.5
27,0.31598764967914805,2.7896773407766102,0.1933993399930079,3.922797149714857,74,0.5
28,0.32250169441816506,2.739445966395532,0.18745874591393047,4.0159359947683,74,0.5
29,0.3345131410587551,2.6848717253649306,0.19075907596660527,4.11035309420167,74,0.5
0,0.11942526591004309,4.097216504063707,0.08059467930282599,4.793271716211883,95,0.5
1,0.1264788206766114,3.97918226264666,0.08059467930282599,4.761650939129514,95,0.5
2,0.132002239224848,3.9505342588337484,0.14241001571941078,4.709012954634307,95,0.5
3,0.1388318716200636,3.923148325375377,0.1431924883795083,4.74287856539277,95,0.5
4,0.14084717298225805,3.909054450949619,0.13849765269875713,4.814409472386416,95,0.5
5,0.14054860981637626,3.898186916076196,0.14553990621988389,4.803306831813567,95,0.5
6,0.14741556260830033,3.8519899593758304,0.16353677632943006,4.731814574747578,95,0.5
7,0.15782795297852603,3.772253251560679,0.16901408462363976,4.6384808483631215,95,0.5
8,0.15999253592310522,3.733826648025598,0.17214397507747387,4.622150742018913,95,0.5
9,0.15980593394512427,3.700529566076314,0.1697965572837373,4.6178507916804215,95,0.5
10,0.16458294458143702,3.6641652755893905,0.16353677632943006,4.644795967752758,95,0.5
11,0.17242022765663761,3.619407809743865,0.17762128332504457,4.617059756892388,95,0.5
12,0.1876842694532562,3.571209749914768,0.17370892025775192,4.625293263060759,95,0.5
13,0.19563351371635762,3.5257693265796397,0.17683881066494705,4.6117641004225085,95,0.5
14,0.20459040865833178,3.474197803733286,0.1729264478541689,4.628250043716789,95,0.5
15,0.2113827206579512,3.4300723627357033,0.18153364664885174,4.6033302778742495,95,0.5
16,0.21701810039742533,3.383892949380677,0.18231611926231026,4.695778520640819,95,0.5
17,0.22377309199588738,3.340489503264672,0.17996870142193466,4.691137842915614,95,0.5
18,0.23149841388541162,3.3037252943647912,0.1729264478541689,4.744590117524674,95,0.5
19,0.23750699757751098,3.2524958990029065,0.1697965574003348,4.784419053037402,95,0.5
20,0.24366486285088287,3.203874704290135,0.17449139312772496,4.838368604627201,95,0.5
21,0.25049449524498624,3.1644449947974334,0.17918622876183715,4.855623586263642,95,0.5
22,0.2559432730020305,3.1141867859903214,0.1807511739887542,4.878105875471948,95,0.5
23,0.2618772158996008,3.0734844541611968,0.1697965574003348,4.955194035233093,95,0.5
24,0.2722522858753425,3.0197050259215192,0.16431924910612508,5.029712326276657,95,0.5
25,0.2786340735234038,2.9694612207642286,0.15962441347201292,5.079615922041342,95,0.5
26,0.28807613361146517,2.920944854024854,0.16197183131238851,5.152556987995273,95,0.5
27,0.30169807800518794,2.8672207777258576,0.17136150262725186,5.202167344578369,95,0.5
28,0.3058779623075127,2.821553866430369,0.16510172171958362,5.260595737302061,95,0.5
29,0.3140511289453035,2.7723809729941102,0.17136150253397384,5.427876071750838,95,0.5
